#"Progress (%)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
0.1%,365.2321403768806,1279.9115385183668,1645.1436788952474,313.83888885619314
0.1%,325.5556218462036,1277.7755131782906,1603.3311350244942,313.3151277999609
0.1%,349.9565344863607,1252.7079025570044,1602.664437043365,307.16845998198716
0.1%,333.9228755653494,1282.8925413398013,1616.8154169051506,314.5698414142419
0.1%,321.61252150301374,1260.2523793390762,1581.86490084209,309.01839268360783
0.1%,348.90265668593383,1201.2717384636549,1550.1743951495887,294.556128504166
0.1%,312.85019904055025,1207.5271331422541,1520.3773321828044,296.0899736615908
0.1%,331.52644287372334,1193.2028858784356,1524.7293287521588,292.5776169793609
0.1%,301.6030653924694,1131.4034705625127,1433.0065359549822,277.4241792213394
0.1%,329.791321866031,1176.1266917107046,1505.9180135767356,288.3904730696364
0.1%,297.30647545803413,1160.1482653333314,1457.4547407913656,284.4725057499963
0.1%,270.15527767093874,1145.5425365398332,1415.6978142107719,280.8911287895286
0.1%,398.00963400556,1237.2120281086823,1635.2216621142422,303.36881612195424
0.1%,363.99838281959455,1241.845456700363,1605.8438395199576,304.50494939136047
0.1%,320.00700329955737,1221.7893959724563,1541.7963992720138,299.58713153891347
0.1%,380.27720836351256,1254.798571411365,1635.0757797748774,307.6810994656333
0.1%,330.43828855338825,1251.5416873725553,1581.9799759259436,306.8824998459621
0.1%,383.6301500325783,1325.4096915397756,1709.039841572354,324.9951987725625
0.1%,386.218091184783,1196.3588891212682,1582.5769803060512,293.35148026690007
0.1%,427.29385823282087,1307.4388385263037,1734.7326967591246,320.58868131271146
0.1%,412.0065829681764,1172.3676480665024,1584.3742310346788,287.4687421179614
0.1%,350.9701818923411,1255.1214109318184,1606.0915928241595,307.76026087119044
0.1%,414.58904110115554,1231.1798810958833,1645.7689221970388,301.8897120909792
0.1%,487.8637760949059,1221.1157755142733,1708.9795516091792,299.4219573923067
0.1%,417.2556617808518,1196.6189741061812,1613.874635887033,293.4152540358027
0.1%,445.7688405773579,1227.8666665902251,1673.635507167583,301.07730003928253
0.1%,427.8347703259967,1304.816782192902,1732.6515525188988,319.9457437178635
0.1%,500.40498887806655,1253.5085418061583,1753.913530684225,307.364779590622
0.1%,468.72492633135676,1300.8496204942608,1769.5745468256175,318.9729814745793
0.1%,540.1794332446734,1229.0696123493508,1769.2490455940242,301.3722666436428
0.1%,463.0917950621506,1172.5967728413063,1635.688567903457,287.52492433256754
0.1%,462.0714693661778,1194.554050748024,1656.625520114202,292.9089274399448
0.1%,456.94689940781956,1247.892075840585,1704.8389752484045,305.987602039762
0.1%,525.2443720818927,1276.426801033767,1801.6711731156597,312.984418756339
0.1%,536.4031861303783,1204.1502888874036,1740.553475017782,295.2619593677205
0.1%,466.72867496599224,1370.3849009375645,1837.1135759035567,336.02328104129197
0.1%,536.5259431357076,1233.1973729333658,1769.7233160690735,302.3844083082545
0.1%,462.70183958487496,1198.5927439623833,1661.2945835472583,293.8992294668277
0.1%,471.3839481021387,1223.14768249376,1694.5316305958986,299.9201882539797
0.1%,425.9723854819747,1214.2385729076814,1640.210958389656,297.7356427060666
